0.02000, 0.089801, 0.000000, 0.089801, 0.000000, 0.000000
0.04000, 0.179363, 0.000000, 0.179363, 0.000000, 0.000000
0.06000, 0.268033, 0.000000, 0.268033, 0.000000, 0.000000
0.08000, 0.320074, 0.000000, 0.320074, 0.000000, 0.000000
0.10000, 0.317978, 0.000000, 0.317978, 0.000000, 0.000000
0.12000, 0.314226, 0.000000, 0.314226, 0.000000, 0.000000
0.14000, 0.308636, 0.000000, 0.308636, 0.000000, 0.000000
0.16000, 0.305139, 0.000000, 0.305139, 0.000000, 0.000000
0.18000, 0.299543, 0.000000, 0.299543, 0.000000, 0.000000
0.20000, 0.293951, 0.000000, 0.293951, 0.000000, 0.000000
0.22000, 0.288675, 0.000000, 0.288675, 0.000000, 0.000000
0.24000, 0.282928, 0.000000, 0.282928, 0.000000, 0.000000
0.26000, 0.277581, 0.000000, 0.277581, 0.000000, 0.000000
0.28000, 0.271538, 0.000000, 0.271538, 0.000000, 0.000000
0.30000, 0.265484, 0.000000, 0.265484, 0.000000, 0.000000
0.32000, 0.259304, 0.000000, 0.259304, 0.000000, 0.000000
0.34000, 0.253283, 0.000000, 0.253283, 0.000000, 0.000000
0.36000, 0.247130, 0.000000, 0.247130, 0.000000, 0.000000
0.38000, 0.240802, 0.000000, 0.240802, 0.000000, 0.000000
0.40000, 0.234233, 0.000000, 0.234233, 0.000000, 0.000000
0.42000, 0.227887, 0.000000, 0.227887, 0.000000, 0.000000
0.44000, 0.221113, 0.000000, 0.221113, 0.000000, 0.000000
0.46000, 0.214189, 0.000000, 0.214189, 0.000000, 0.000000
0.48000, 0.207748, 0.000000, 0.207748, 0.000000, 0.000000
0.50000, 0.200810, 0.000000, 0.200810, 0.000000, 0.000000
