0.02000, 0.089845, 0.000000, 0.044922, 0.000000, 0.000000, 0.000000,
0.04000, 0.179323, 0.000000, 0.089661, 0.000000, 0.000000, 0.000000,
0.06000, 0.267632, 0.000000, 0.133816, 0.000000, 0.000000, 0.000000,
0.08000, 0.320347, 0.000000, 0.160174, 0.000000, 0.000000, 0.000000,
0.10000, 0.316510, 0.000000, 0.158255, 0.000000, 0.000000, 0.000000,
0.12000, 0.313326, 0.000000, 0.156663, 0.000000, 0.000000, 0.000000,
0.14000, 0.308719, 0.000000, 0.154359, 0.000000, 0.000000, 0.000000,
0.16000, 0.305609, 0.000000, 0.152804, 0.000000, 0.000000, 0.000000,
0.18000, 0.299422, 0.000000, 0.149711, 0.000000, 0.000000, 0.000000,
0.20000, 0.294582, 0.000000, 0.147291, 0.000000, 0.000000, 0.000000,
0.22000, 0.288621, 0.000000, 0.144310, 0.000000, 0.000000, 0.000000,
0.24000, 0.283263, 0.000000, 0.141631, 0.000000, 0.000000, 0.000000,
0.26000, 0.277368, 0.000000, 0.138684, 0.000000, 0.000000, 0.000000,
0.28000, 0.271684, 0.000000, 0.135842, 0.000000, 0.000000, 0.000000,
0.30000, 0.265333, 0.000000, 0.132666, 0.000000, 0.000000, 0.000000,
0.32000, 0.259785, 0.000000, 0.129893, 0.000000, 0.000000, 0.000000,
0.34000, 0.252645, 0.000000, 0.126323, 0.000000, 0.000000, 0.000000,
0.36000, 0.246942, 0.000000, 0.123471, 0.000000, 0.000000, 0.000000,
0.38000, 0.240730, 0.000000, 0.120365, 0.000000, 0.000000, 0.000000,
0.40000, 0.234196, 0.000000, 0.117098, 0.000000, 0.000000, 0.000000,
0.42000, 0.227673, 0.000000, 0.113837, 0.000000, 0.000000, 0.000000,
0.44000, 0.220859, 0.000000, 0.110430, 0.000000, 0.000000, 0.000000,
0.46000, 0.214498, 0.000000, 0.107249, 0.000000, 0.000000, 0.000000,
0.48000, 0.207393, 0.000000, 0.103697, 0.000000, 0.000000, 0.000000,
0.50000, 0.200752, 0.000000, 0.100376, 0.000000, 0.000000, 0.000000,
