0.02000, 0.091354, 0.088618, 0.089986, 0.000033, 0.001655
0.04000, 0.178274, 0.181043, 0.179659, 0.000197, 0.004923
0.06000, 0.268937, 0.268684, 0.268811, 0.000474, 0.007907
0.08000, 0.336862, 0.337827, 0.337345, 0.000844, 0.010552
0.10000, 0.335572, 0.336175, 0.335874, 0.001192, 0.011924
0.12000, 0.330751, 0.330147, 0.330449, 0.001501, 0.012509
0.14000, 0.325243, 0.324833, 0.325038, 0.001776, 0.012685
0.16000, 0.318987, 0.319209, 0.319098, 0.002047, 0.012791
0.18000, 0.313299, 0.313170, 0.313235, 0.002334, 0.012968
0.20000, 0.306677, 0.307292, 0.306984, 0.002492, 0.012461
0.22000, 0.300713, 0.300998, 0.300855, 0.002671, 0.012142
0.24000, 0.294053, 0.294463, 0.294258, 0.002796, 0.011648
0.26000, 0.287931, 0.287557, 0.287744, 0.002859, 0.010997
0.28000, 0.281469, 0.280974, 0.281221, 0.002919, 0.010425
0.30000, 0.274461, 0.274531, 0.274496, 0.002884, 0.009612
0.32000, 0.267888, 0.267562, 0.267725, 0.002879, 0.008998
0.34000, 0.260943, 0.261149, 0.261046, 0.002833, 0.008331
0.36000, 0.253839, 0.254054, 0.253946, 0.002722, 0.007560
0.38000, 0.247520, 0.247314, 0.247417, 0.002626, 0.006910
0.40000, 0.240199, 0.239983, 0.240091, 0.002453, 0.006133
0.42000, 0.232723, 0.233007, 0.232865, 0.002297, 0.005469
0.44000, 0.225516, 0.225796, 0.225656, 0.002112, 0.004801
0.46000, 0.218454, 0.218428, 0.218441, 0.001923, 0.004181
0.48000, 0.211158, 0.211376, 0.211267, 0.001722, 0.003588
0.50000, 0.203920, 0.203970, 0.203945, 0.001499, 0.002998
