0.02000, 0.032330, 0.147587, 0.089958, 0.001699, 0.084974
0.04000, 0.100761, 0.258442, 0.179601, 0.004613, 0.115320
0.06000, 0.190591, 0.346804, 0.268697, 0.007015, 0.116911
0.08000, 0.276376, 0.404003, 0.340190, 0.008085, 0.101068
0.10000, 0.282588, 0.397329, 0.339958, 0.008087, 0.080873
0.12000, 0.282962, 0.386006, 0.334484, 0.008117, 0.067639
0.14000, 0.281310, 0.375781, 0.328546, 0.008141, 0.058148
0.16000, 0.280535, 0.363778, 0.322157, 0.008230, 0.051438
0.18000, 0.277874, 0.352433, 0.315153, 0.008186, 0.045477
0.20000, 0.276540, 0.342139, 0.309340, 0.008129, 0.040647
0.22000, 0.274254, 0.331907, 0.303080, 0.008019, 0.036450
0.24000, 0.271774, 0.321249, 0.296512, 0.007943, 0.033096
0.26000, 0.267968, 0.310777, 0.289372, 0.007751, 0.029811
0.28000, 0.264457, 0.301181, 0.282819, 0.007513, 0.026833
0.30000, 0.260319, 0.291667, 0.275993, 0.007230, 0.024099
0.32000, 0.255630, 0.282060, 0.268845, 0.006886, 0.021519
0.34000, 0.252361, 0.272906, 0.262634, 0.006563, 0.019302
0.36000, 0.247036, 0.263619, 0.255327, 0.006178, 0.017162
0.38000, 0.241155, 0.255345, 0.248250, 0.005694, 0.014984
0.40000, 0.235426, 0.246667, 0.241047, 0.005255, 0.013137
0.42000, 0.229962, 0.237991, 0.233976, 0.004822, 0.011481
0.44000, 0.223817, 0.229455, 0.226636, 0.004288, 0.009746
0.46000, 0.217590, 0.220849, 0.219220, 0.003802, 0.008266
0.48000, 0.210472, 0.213074, 0.211773, 0.003346, 0.006971
0.50000, 0.203918, 0.205049, 0.204484, 0.002826, 0.005652
