0.02000, 0.024561, 0.155232, 0.089897, 0.000247, 0.012362, 0.012362,
0.04000, 0.085128, 0.273745, 0.179437, 0.000715, 0.017875, 0.017875,
0.06000, 0.172286, 0.364202, 0.268244, 0.001162, 0.019359, 0.019359,
0.08000, 0.257899, 0.418270, 0.338085, 0.001407, 0.017594, 0.017594,
0.10000, 0.266819, 0.407039, 0.336929, 0.001556, 0.015563, 0.015563,
0.12000, 0.268871, 0.393819, 0.331345, 0.001701, 0.014175, 0.014175,
0.14000, 0.270218, 0.380352, 0.325285, 0.001792, 0.012801, 0.012801,
0.16000, 0.271380, 0.367460, 0.319420, 0.001905, 0.011908, 0.011908,
0.18000, 0.271408, 0.355668, 0.313538, 0.001985, 0.011028, 0.011028,
0.20000, 0.271335, 0.343813, 0.307574, 0.002020, 0.010101, 0.010101,
0.22000, 0.269829, 0.332209, 0.301019, 0.002068, 0.009402, 0.009402,
0.24000, 0.269248, 0.319981, 0.294614, 0.002090, 0.008710, 0.008710,
0.26000, 0.266382, 0.309697, 0.288039, 0.002044, 0.007862, 0.007862,
0.28000, 0.264484, 0.298856, 0.281670, 0.002053, 0.007331, 0.007331,
0.30000, 0.260354, 0.289315, 0.274834, 0.001951, 0.006504, 0.006504,
0.32000, 0.256900, 0.278698, 0.267799, 0.001915, 0.005984, 0.005984,
0.34000, 0.252740, 0.269529, 0.261134, 0.001804, 0.005306, 0.005306,
0.36000, 0.248046, 0.260086, 0.254066, 0.001704, 0.004732, 0.004732,
0.38000, 0.243351, 0.251430, 0.247390, 0.001591, 0.004186, 0.004186,
0.40000, 0.237727, 0.242740, 0.240233, 0.001464, 0.003659, 0.003659,
0.42000, 0.231418, 0.234474, 0.232946, 0.001334, 0.003176, 0.003176,
0.44000, 0.225801, 0.225953, 0.225877, 0.001205, 0.002738, 0.002738,
0.46000, 0.219155, 0.217583, 0.218369, 0.001070, 0.002325, 0.002325,
0.48000, 0.213263, 0.209621, 0.211442, 0.000919, 0.001914, 0.001914,
0.50000, 0.205375, 0.202294, 0.203834, 0.000805, 0.001610, 0.001610,
