0.02000, 0.013020, 0.166057, 0.089538, 0.001300, 0.065003
0.04000, 0.062886, 0.285856, 0.174371, 0.007047, 0.176166
0.06000, 0.121398, 0.324947, 0.223172, 0.019437, 0.323956
0.08000, 0.158095, 0.318830, 0.238462, 0.033182, 0.414774
0.10000, 0.183778, 0.308643, 0.246211, 0.046464, 0.464638
0.12000, 0.201754, 0.299004, 0.250379, 0.058903, 0.490862
0.14000, 0.212582, 0.290491, 0.251537, 0.070532, 0.503801
0.16000, 0.219372, 0.282521, 0.250947, 0.080606, 0.503789
0.18000, 0.224074, 0.274622, 0.249348, 0.090552, 0.503066
0.20000, 0.226298, 0.266969, 0.246634, 0.099551, 0.497753
0.22000, 0.227373, 0.259910, 0.243642, 0.107565, 0.488930
0.24000, 0.226934, 0.252880, 0.239907, 0.114790, 0.478294
0.26000, 0.226276, 0.246190, 0.236233, 0.121144, 0.465940
0.28000, 0.224671, 0.239818, 0.232245, 0.126495, 0.451769
0.30000, 0.222703, 0.233638, 0.228171, 0.131019, 0.436730
0.32000, 0.220641, 0.227537, 0.224089, 0.135019, 0.421936
0.34000, 0.218312, 0.221564, 0.219938, 0.138107, 0.406197
0.36000, 0.215083, 0.216111, 0.215597, 0.139726, 0.388129
0.38000, 0.212243, 0.210843, 0.211543, 0.140720, 0.370317
0.40000, 0.209008, 0.205806, 0.207407, 0.140368, 0.350919
0.42000, 0.205374, 0.200644, 0.203009, 0.139140, 0.331286
0.44000, 0.201422, 0.196180, 0.198801, 0.135817, 0.308674
0.46000, 0.197425, 0.191262, 0.194343, 0.133097, 0.289342
0.48000, 0.193181, 0.186669, 0.189925, 0.128406, 0.267512
0.50000, 0.188744, 0.182121, 0.185433, 0.123607, 0.247213
